seller_zip_code_prefix,seller_city,seller_state,seller_id
3554,sao paulo,SP,200
89560,videira,SC,201
88058,florianopolis,SC,202
6853,itapecerica da serra,SP,203
58280,mamanguape,PB,204
8490,sao paulo,SP,205
35430,ponte nova,MG,206
87360,goioere,SP,207
17280,pederneiras,SP,208
6653,itapevi,SP,209
74563,goiania,GO,210
4821,sao paulo,SP,211
21820,rio de janeiro,RJ,212
1026,sao paulo,SP,213
3308,sao paulo,SP,214
95070,caxias do sul,RS,215
9640,sao bernardo do campo,SP,216
58400,campina grande,PB,217
93608,estancia velha,RS,218
27525,resende,RJ,219
89251,jaragua do sul,SC,220
2215,sao paulo,SP,221
5524,sao paulo,SP,222
22790,rio de janeiro,RJ,223
8041,sao paulo,SP,224
5715,sao paulo,SP,225
88032,florianopolis,SC,226
18055,sorocaba,SP,227
2112,sao paulo,SP,228
14075,ribeirao preto,SP,229
18048,sorocaba,SP,230
9336,maua,SP,231
17030,bauru,SP,232
17052,bauru,SP,233
30620,belo horizonte,MG,234
13327,salto,SP,235
74343,goiania,GO,236
35300,caratinga,MG,237
15350,auriflama/sp,SP,238
21240,rio de janeiro,RJ,239
14407,franca,SP,240
16500,cafelandia,SP,241
2518,sao paulo,SP,242
14050,ribeirao preto,SP,243
88730,sao ludgero,SC,244
36502,uba,MG,245
9751,sao bernardo do campo,SP,246
3407,sao paulo / sao paulo,SP,247
14940,ibitinga,SP,248
87035,maringa,PR,249
15062,sao jose do rio preto,SP,250
13064,campinas,SP,251
21020,rio de janeiro,RJ,252
13660,porto ferreira,SP,253
95660,tres coroas,RS,254
9080,santo andre,SP,255
89031,blumenau,SC,256
9110,santo andre,SP,257
9230,santo andre,SP,258
3951,sao paulo,SP,259
3172,sao paulo,SP,260
3334,sao paulo,SP,261
89070,blumenau,SC,262
8773,mogi das cruzes,SP,263
11013,santos,SP,264
6286,osasco,SP,265
15155,jaci,SP,266
35530,claudio,MG,267
74045,goiania,GO,268
18500,laranjal paulista,SP,269
18048,sorocaba,SP,270
1126,sao paulo,SP,271
13478,americana,SP,272
1303,sao paulo,SP,273
2739,sao paulo,SP,274
20921,rio de janeiro,RJ,275
86170,sertanopolis,SP,276
14940,ibitinga,SP,277
86808,apucarana,PR,278
15046,sao jose do rio preto,SP,279
22230,rio de janeiro,RJ,280
87035,maringa,PR,281
4102,sao paulo,SP,282
7052,guarulhos,SP,283
16301,penapolis,SP,284
24020,niteroi,RJ,285
89204,joinville,SC,286
83408,colombo,PR,287
11450,vicente de carvalho,SP,288
26562,mesquita,RJ,289
86010,londrina,PR,290
2051,sao pauo,SP,291
88056,florianopolis,SC,292
30550,belo horizonte,MG,293
2820,sao paulo,SP,294
85802,cascavel,PR,295
83830,fazenda rio grande,PR,296
4508,sao paulo,SP,297
6775,taboao da serra,SP,298
1550,sao paulo,SP,299
22783,rio de janeiro,RJ,300
81070,curitiba,PR,301
4716,sao paulo,SP,302
12233,sao jose dos campos,SP,303
7084,guarulhos,SP,304
3384,sao paulo,SP,305
85903,toledo,PR,306
82510,curitiba,PR,307
15081,sao jose do rio preto,SP,308
8411,sao paulo,SP,309
17047,bauru,SP,310
11045,santos,SP,311
85960,marechal candido rondon,SP,312
80010,curitiba,PR,313
8710,mogi das cruzes,SP,314
91130,porto alegre,RS,315
12238,sao jose dos campos,SP,316
6236,osasco,SP,317
13203,jundiai,SP,318
83800,mandirituba,PR,319
3551,sao paulo,SP,320
8655,suzano,SP,321
33200,vespasiano,MG,322
80040,curitiba,PR,323
20735,rio de janeiro,RJ,324
89031,blumenau,SC,325
1417,sao paulo,SP,326
98780,santa rosa,RS,327
15015,sao jose do rio preto,SP,328
14600,sao joaquim da barra,SP,329
5125,sao paulo,SP,330
81050,curitiba,PR,331
13830,santo antonio de posse,SP,332
1212,sao paulo,SP,333
97502,uruguaiana,RS,334
80215,curitiba,PR,335
6703,cotia,SP,336
13480,limeira,SP,337
37400,campanha,MG,338
14940,ibitinga,SP,339
4811,sao paulo,SP,340
75640,piracanjuba,GO,341
3306,sao paulo,SP,342
95034,caxias do sul,RS,343
30640,belo horizonte,MG,344
89701,concordia,SC,345
2880,sao paulo,SP,346
3688,sao paulo,SP,347
74043,goiania,GO,348
37540,santa rita do sapucai,MG,349
81925,curitiba,PR,350
6246,osasco,SP,351
80510,curitiba,PR,352
80240,curitiba,PR,353
14780,barretos,SP,354
13330,indaiatuba,SP,355
26525,nilopolis,RJ,356
9380,maua,SP,357
17580,pompeia,SP,358
44895,barro alto,BA,359
13840,mogi guacu,SP,360
4557,são paulo,SP,361
4311,sao paulo,SP,362
11702,praia grande,SP,363
14406,franca,SP,364
22783,rio de janeiro,SP,365
89128,luiz alves,SC,366
2036,sao paulo,SP,367
6038,osasco,SP,368
88351,brusque,SC,369
88804,criciuma,SC,370
5729,sao paulo,SP,371
6519,santana de parnaiba,SP,372
6016,osasco,SP,373
89222,joinville,SC,374
2252,sao paulo,SP,375
7179,guarulhos,SP,376
31050,belo horizonte,MG,377
13480,limeira,SP,378
15805,catanduva,SP,379
89052,blumenau,SC,380
31255,belo horizonte,MG,381
15704,jales,SP,382
20270,rio de janeiro,RJ,383
86060,londrina,PR,384
12944,atibaia,SP,385
69900,rio branco,AC,386
86046,londrina,PR,387
27321,barra mansa,RJ,388
5632,sao paulo,SP,389
3161,sao paulo,SP,390
4782,sao paulo,SP,391
14403,franca,SP,392
87013,maringa,PR,393
9405,ribeirao pires,SP,394
2310,sao paulo,SP,395
4363,sao paulo,SP,396
1539,sao paulo,SP,397
13560,sao carlos,SP,398
2238,sao paulo,SP,399
15055,sao jose do rio preto,SP,400
82220,curitiba,PR,401
17520,marilia,SP,402
3060,sao paulo,SP,403
9443,ribeirao pires,SP,404
14096,ribeirao preto,SP,405
48602,bahia,BA,406
91740,porto alegre,RS,407
86047,londrina,PR,408
85807,cascavel,PR,409
12020,taubate,SP,410
85802,cascavael,PR,411
1320,sao paulo,SP,412
12250,monteiro lobato,SP,413
81250,curitiba,PR,414
29138,viana,ES,415
7145,guarulhos,SP,416
88107,sao jose,SC,417
25850,paraiba do sul,RJ,418
13730,mococa,SP,419
18130,sao roque,SP,420
37900,passos,MG,421
14940,ibitinga,SP,422
85603,francisco beltrao,PR,423
3821,sao paulo,SP,424
36512,tocantins,SP,425
76400,uruacu,GO,426
87083,maringa,PR,427
74473,goiania,GO,428
21931,rio de janeiro,RJ,429
14055,ribeirao preto,SP,430
88210,porto belo,SC,431
13105,campinas,SP,432
26255,nova iguacu,RJ,433
3343,sao paulo,SP,434
17512,marilia,SP,435
88820,icara,SC,436
3543,sao paulo,SP,437
95910,lajeado,RS,438
3694,sao paulo,SP,439
3029,sao paulo,SP,440
37540,santa rita do sapucai,MG,441
13042,campinas,SP,442
1201,sao paulo,SP,443
9230,santo andre,SP,444
88359,brusque,SC,445
98920,horizontina,RS,446
4364,sao paulo,SP,447
3416,sao paulo,SP,448
9350,maua,SP,449
1214,sao paulo,SP,450
2880,sao paulo,SP,451
9220,santo andre,SP,452
18110,votorantim,SP,453
35530,claudio,MG,454
93700,campo bom,RS,455
3659,sao paulo,SP,456
1123,sao paulo,SP,457
15910,monte alto,SP,458
3103,sao paulo,SP,459
14078,ribeirao preto,SP,460
15601,fernandopolis,SP,461
89041,blumenau,SC,462
17500,marilia,SP,463
84010,ponta grossa,PR,464
7093,guarulhos,SP,465
31560,belo horizonte,MG,466
13920,pedreira,SP,467
86800,apucarana,PR,468
7062,guarulhos,SP,469
88351,brusque,SC,470
8550,poa,SP,471
3471,sao paulo,SP,472
87047,maringa,PR,473
82040,curitiba,PR,474
15025,sao jose do rio preto,SP,475
35500,divinopolis,MG,476
13450,santa barbara d´oeste,SP,477
92025,canoas,RS,478
13310,itu,SP,479
89217,joinville,SC,480
13375,mombuca,SP,481
9628,sao bernardo do campo,SP,482
6539,santana de parnaiba,SP,483
81350,curitiba,PR,484
86040,londrina,PR,485
14405,franca,SP,486
35700,sete lagoas,MG,487
37165,campo do meio,MG,488
85904,toledo,PR,489
8780,mogi das cruzes,SP,490
13219,jundiai,SP,491
17509,marilia,SP,492
60741,fortaleza,CE,493
3311,sao paulo,SP,494
13490,cordeiropolis,SP,495
38410,uberlandia,MG,496
75123,anapolis,GO,497
14092,ribeirao preto,SP,498
15085,sao jose do rio preto,SP,499
4578,sao paulo,SP,500
91310,porto alegre,RS,501
20756,rio de janeiro,RJ,502
1233,sao paulo,SP,503
8223,sao paulo,SP,504
4782,sao paulo,SP,505
83402,colombo,PR,506
9920,diadema,SP,507
13419,piracicaba,SP,508
20021,rio de janeiro,RJ,509
18072,sorocaba,SP,510
13456,santa barbara d oeste,SP,511
13920,pedreira,SP,512
86702,arapongas,PR,513
27277,volta redonda,SP,514
13660,porto ferreira,SP,515
89030,blumenau,SC,516
6787,taboao da serra,SP,517
22790,04482255,RJ,518
16072,aracatuba,SP,519
81830,curitiba,PR,520
74210,goiania,GO,521
16200,birigui,SP,522
18070,sorocaba,SP,523
37580,monte siao,MG,524
13073,campinas,SP,525
89248,garuva,SC,526
38650,bonfinopolis de minas,MG,527
13150,cosmopolis,SP,528
14092,ribeirao preto,SP,529
15800,catanduva,SP,530
1215,sao paulo,SP,531
24451,sao goncalo,RJ,532
4386,sao paulo,SP,533
5547,sao paulo,SP,534
21070,rio de janeiro,RJ,535
37706,pocos de caldas,MG,536
24725,sao goncalo,RJ,537
13160,artur nogueira,SP,538
11015,santos,SP,539
4209,sao paulo,SP,540
30575,belo horizonte,MG,541
6513,santana de parnaiba,SP,542
20520,rio de janeiro,RJ,543
58030,joao pessoa,PB,544
17300,dois corregos,SP,545
89245,araquari,SC,546
1220,sao paulo,SP,547
90230,porto alegre,RS,548
83075,sao jose dos pinhais,PR,549
31570,belo horizonte,SP,550
36500,uba,MG,551
93310,"novo hamburgo, rio grande do sul, brasil",RS,552
84035,ponta grossa,PR,553
80330,curitiba,PR,554
89218,joinville,SC,555
88056,floranopolis,SC,556
15155,jaci,SP,557
13170,sumare,SP,558
83070,sao jose dos pinhais,PR,559
9350,maua,SP,560
85980,guaira,PR,561
2118,sao paulo,SP,562
12242,sao jose dos campos,SP,563
29313,cachoeiro de itapemirim,ES,564
14150,serrana,SP,565
5108,sao paulo,SP,566
86604,rolandia,PR,567
4360,sao paulo,SP,568
23062,rio de janeiro,RJ,569
3029,sao paulo,SP,570
4054,sao paulo,SP,571
36415,congonhas,MG,572
15046,sao jose do rio preto,SP,573
5537,sao paulo,SP,574
12943,atibaia,SP,575
6852,itapecerica da serra,SP,576
83091,sao  jose dos pinhais,PR,577
18035,sorocaba,SP,578
18550,boituva,SP,579
13405,piracicaba,SP,580
3275,sao paulo,SP,581
14400,franca,SP,582
88495,garopaba,SC,583
90010,porto alegre,RS,584
17604,tupa,SP,585
3612,sao paulo,SP,586
5268,sao paulo,SP,587
13660,porto ferreira,SP,588
3059,sao paulo,SP,589
7600,mairipora,SP,590
1547,sao paulo,SP,591
13041,campinas,SP,592
16480,guaimbe,SP,593
95360,parai,RS,594
17700,osvaldo cruz,SP,595
9862,sao bernardo do campo,SP,596
37706,pocos de caldas,MG,597
28495,aperibe,RJ,598
35500,divinopolis,MG,599
1021,sao paulo,SP,600
17605,tupa,SP,601
80610,curitiba,PR,602
18053,sorocaba,SP,603
88715,jaguaruna,SC,604
86707,arapongas,PR,605
26210,nova iguacu,RJ,606
8250,sao paulo,SP,607
29101,vila velha,SP,608
14801,araraquara,SP,609
9182,santo andre,SP,610
89210,joinville,SC,611
13085,campinas,SP,612
21070,rio de janeiro,RJ,613
7194,guarulhos,SP,614
36052,juiz de fora,MG,615
23080,rio de janeiro,RJ,616
38230,fronteira,MG,617
14960,novo horizonte,SP,618
18185,pilar do sul,SP,619
15840,itajobi,SP,620
87050,maringa,PR,621
4815,sao paulo,SP,622
29142,cariacica / es,ES,623
36320,prados,MG,624
88020,florianopolis,SC,625
13560,sao carlos,SP,626
11065,santos,SP,627
8598,itaquaquecetuba,SP,628
62170,mucambo,CE,629
83409,colombo,PR,630
13504,rio claro,SP,631
14940,ibitinga,SP,632
95705,bento goncalves,RS,633
4041,sao paulo,SP,634
12080,taubate,SP,635
81210,curitiba,PR,636
87050,maringa,PR,637
86026,londrina,PR,638
1244,sao paulo,SP,639
39400,montes claros,MG,640
82810,curitiba,PR,641
4613,sao paulo,SP,642
9694,sao bernardo do campo,SP,643
11701,praia grande,SP,644
7152,guarulhos,SP,645
92310,canoas,RS,646
82510,curitiba,PR,647
36570,vicosa,MG,648
13090,campinas,SP,649
5201,sao paulo,SP,650
3126,sao paulo,SP,651
21041,rio de janeiro,RJ,652
82130,curitiba,PR,653
76804,porto velho,RO,654
40130,salvador,BA,655
13720,sao jose do rio pardo,SP,656
32260,contagem,MG,657
85501,pato branco,PR,658
36301,sao joao del rei,MG,659
14091,ribeirao preto,SP,660
19042,presidente prudente,SP,661
8743,mogi das cruzes,SP,662
26600,paracambi,RJ,663
13312,itu,SP,664
13930,serra negra,SP,665
15052,sao jose do rio preto,SP,666
9541,sao caetano do sul,SP,667
1420,sao paulo,SP,668
1239,sao paulo,SP,669
13418,piracicaba,SP,670
13820,jaguariuna,SP,671
4001,sao paulo,SP,672
17051,bauru,SP,673
15081,sao jose do rio preto,SP,674
9550,sao caetano do sul,SP,675
89256,jaragua do sul,SC,676
2523,sao paulo,SP,677
5462,sao paulo,SP,678
83411,colombo,PR,679
89069,blumenau,SC,680
36010,juiz de fora,SP,681
4154,sao paulo,SP,682
28660,bom jardim,RJ,683
58385,serra redonda,PB,684
14940,ibitinga,SP,685
82800,curitiba,PR,686
4133,sao paulo,SP,687
2851,sao paulo,SP,688
89240,sao francisco do sul,SC,689
7052,guarulhos,SP,690
29104,vila velha,ES,691
19010,presidente prudente,SP,692
32672,betim,MG,693
1303,sao paulo,SP,694
4676,sao paulo,SP,695
3910,sao paulo,SP,696
81200,curitiba,PR,697
9411,ribeirao pires,SP,698
81070,curitiba,PR,699
84430,imbituva,PR,700
83280,guaratuba,PR,701
91520,porto alegre,SP,702
5615,sao paulo,SP,703
64033,teresina,PI,704
4164,sao paulo,SP,705
91360,porto alegre,RS,706
14406,franca,SP,707
89900,sao miguel d'oeste,SC,708
18550,boituva,SP,709
12941,atibaia,SP,710
12230,sao jose dos campos,SP,711
18132,sao roque,SP,712
86820,california,PR,713
8020,sao paulo,SP,714
14802,araraquara,SP,715
7135,guarulhos,SP,716
17600,tupa,SP,717
2562,sao paulo,SP,718
84920,japira,PR,719
20751,rio de janeiro,RJ,720
70610,brasilia,DF,721
9190,santo andre,SP,722
85851,foz do iguacu,PR,723
12080,taubate,SP,724
9780,sao bernardo do campo,SP,725
13483,limeira,SP,726
13180,sumare,SP,727
2215,sao paulo,SP,728
8583,itaquaquecetuba,SP,729
28633,nova friburgo,RJ,730
21862,rio de janeiro,RJ,731
4438,sao paulo,SP,732
3521,sao paulo,SP,733
30120,belo horizonte,MG,734
37975,itau de minas,MG,735
3654,sao paulo,SP,736
36050,juiz de fora,MG,737
88085,florianopolis,SC,738
5171,sao paulo,SP,739
16200,birigui,SP,740
35540,oliveira,MG,741
34710,sabara,MG,742
19865,pedrinhas paulista,SP,743
9810,sao bernardo do campo,SP,744
31510,belo horizonte,MG,745
2515,sao paulo,SP,746
15500,votuporanga,SP,747
19025,presidente prudente,SP,748
13825,holambra,SP,749
8752,mogi das cruzes,SP,750
88901,ararangua,SC,751
83324,pinhais,PR,752
2117,sao paulo,SP,753
9540,sao caetano do sul,SP,754
4361,sao paulo,SP,755
3306,sao paulo,SP,756
86047,londrina,PR,757
4213,sao paulo,SP,758
14092,ribeirao preto,SP,759
14026,ribeirao preto,SP,760
16200,birigui,SP,761
1254,sao paulo,SP,762
74435,goiania,GO,763
1026,sao paulo,SP,764
26020,nova iguacu,RJ,765
7140,guarulhos,SP,766
90560,porto alegre,RS,767
3307,sao paulo,SP,768
2804,sao paulo,SP,769
13480,limeira,SP,770
22790,rio de janeiro,RJ,771
85948,pato bragado,PR,772
99500,carazinho,RS,773
38680,arinos,MG,774
13520,sao pedro,SP,775
88504,lages,SC,776
4122,sao paulo,SP,777
9320,maua,SP,778
1223,sao paulo,SP,779
13660,porto ferreira,SP,780
6365,carapicuiba,SP,781
85640,ampere,PR,782
35500,divinopolis,MG,783
30180,belo horizonte,MG,784
83010,sao jose dos pinhais,PR,785
1026,sao paulo,SP,786
35680,itauna,MG,787
11443,guaruja,SP,788
3065,sao paulo,SP,789
88063,florianopolis,SC,790
3533,sao paulo,SP,791
91901,porto alegre,RS,792
13800,mogi mirim,SP,793
89224,joinville,SC,794
89520,curitibanos,SC,795
71906,brasilia df,DF,796
37410,tres coracoes,MG,797
5849,sao paulo,SP,798
60346,fortaleza,CE,799
1403,sao paulo,SP,800
2727,sao paulo,SP,801
12215,sao jose dos campos,SP,802
8710,mogi das cruses,SP,803
2565,sao paulo,SP,804
4256,sao paulo,SP,805
13088,campinas,SP,806
13185,hortolandia,SP,807
4160,sao paulo,SP,808
30310,belo horizonte,MG,809
87025,maringa,PR,810
20771,rio de janeiro,RJ,811
12940,atibaia,SP,812
88210,porto belo,SC,813
85900,toledo,PR,814
17511,marilia,SP,815
82940,curitiba,PR,816
35162,ipatinga,MG,817
95059,caxias do sul,RS,818
88790,laguna,SP,819
13920,pedreira,SP,820
2407,sao paulo,SP,821
13041,campinas,SP,822
12942,atibaia,SP,823
36071,juiz de fora,MG,824
1310,sao paulo,SP,825
36213,dores de campos,MG,826
5353,sao paulo - sp,SP,827
2532,sao paulo,SP,828
9560,sao caetano do sul,SP,829
13603,araras,SP,830
37142,divisa nova,MG,831
5138,sao paulo,SP,832
7071,guarulhos,SP,833
9111,santo andre,SP,834
18040,sorocaba,SP,835
13085,campinas,SP,836
17350,igaracu do tiete,SP,837
13473,americana,SP,838
88353,brusque,SC,839
88350,brusque,SC,840
9510,sao caetano do sul,SP,841
38412,uberlandia,MG,842
14750,pitangueiras,SP,843
30120,belo horizonte,MG,844
14400,franca,SP,845
4131,sao paulo,SP,846
22451,rio de janeiro,RJ,847
4317,sao paulo,SP,848
1001,sao paulo,SP,849
5705,sao paulo,SP,850
81650,curitiba,PR,851
7160,guarulhos,SP,852
18085,sorocaba,SP,853
81020,curitiba,PR,854
79090,campo grande,MS,855
1226,sao paulo,SP,856
3303,sao paulo,SP,857
3567,sao paulo,SP,858
9270,santo andre,SP,859
17400,garca,SP,860
19470,presidente epitacio,SP,861
91510,porto alegre,RS,862
14940,ibitinga,SP,863
3613,sao paulo,SP,864
31255,belo horizonte,MG,865
14940,ibitinga,SP,866
74340,goiania,GO,867
2124,sao paulo,SP,868
14910,tabatinga,SP,869
9726,sbc/sp,SP,870
85904,toledo,PR,871
81730,curitiba,PR,872
89211,joinville,SC,873
5174,sao paulo,SP,874
45816,arraial d'ajuda (porto seguro),BA,875
13481,limeira,SP,876
61800,pacatuba,CE,877
13930,serra negra,SP,878
4087,sao paulo,SP,879
23095,rio de janeiro,RJ,880
73801,formosa,GO,881
7023,guarulhos,SP,882
3167,sao paulo,SP,883
4833,sao paulo,SP,884
24346,niteroi,RJ,885
37564,borda da mata,MG,886
81825,curitiba,PR,887
11680,ubatuba,SP,888
85988,entre rios do oeste,PR,889
13566,sao carlos,SP,890
37540,sao paulo,SP,891
15813,catanduva,SP,892
11013,santos,SP,893
20751,rio de janeiro,RJ,894
6768,taboao da serra,SP,895
3550,sao paulo,SP,896
35570,formiga,MG,897
1139,sao paulo,SP,898
11075,santos,SP,899
95012,caxias do sul,RS,900
27930,macae,RJ,901
42738,lauro de freitas,BA,902
31230,belo horizonte,MG,903
13506,rio claro,SP,904
95900,lajeado,RS,905
85804,cascavel,PR,906
14020,ribeirao preto,SP,907
95800,venancio aires,RS,908
79107,campo grande,MS,909
15041,sao jose do rio preto,SP,910
88370,navegantes,SC,911
30130,belo horizonte,MG,912
9633,sao bernardo do campo,SP,913
6717,cotia,SP,914
2220,sao paulo,SP,915
4456,sao paulo,SP,916
11070,santos,SP,917
13481,limeira,SP,918
6513,santana de parnaiba,SP,919
81050,curitiba,PR,920
12701,cruzeiro,SP,921
2372,sao paulo,SP,922
14940,ibitinga,SP,923
9920,diadema,SP,924
5041,sao paulo,SP,925
87050,maringa,PR,926
97050,santa maria,RS,927
71200,brasilia,DF,928
18047,sorocaba,SP,929
15085,sao jose do rio preto,SP,930
15130,mirassol,SP,931
6033,osasco,SP,932
36886,muriae,MG,933
1311,sao paulo,SP,934
2510,sao paulo,SP,935
92420,canoas,RS,936
22745,rio de janeiro,RJ,937
9810,sao bernardo do campo,SP,938
15076,sao jose do rio preto,SP,939
27274,volta redonda,RJ,940
7170,guarulhos,SP,941
4144,sao paulo,SP,942
5319,sao paulo,SP,943
5315,sao paulo,SP,944
4827,sao paulo,SP,945
9230,santo andre/sao paulo,SP,946
95240,ipe,RS,947
1230,sao paulo,SP,948
59775,messias targino,RN,949
25750,petropolis,RJ,950
1224,sao paulo,SP,951
13082,campinas,SP,952
2751,sao paulo,SP,953
81540,curitiba,PR,954
13660,porto ferreira,SP,955
37004,varginha,MG,956
31130,belo horizonte,MG,957
91150,porto alegre,RS,958
72125,brasilia,DF,959
14050,ribeirao preto,SP,960
18608,botucatu,SP,961
81320,curitiba,PR,962
8220,sao paulo,SP,963
29260,domingos martins,ES,964
13030,campinas,SP,965
3644,sao paulo,SP,966
38010,uberaba,MG,967
19027,presidente prudente,SP,968
1031,sao paulo,SP,969
3282,sao paulo,SP,970
35170,coronel fabriciano,MG,971
3390,sao paulo,SP,972
94930,cachoeirinha,RS,973
5311,sao paulo,SP,974
14940,ibitinga,SP,975
3333,sao paulo,SP,976
9320,maua,SP,977
24754,sao goncalo,RJ,978
9820,sao bernardo do campo,SP,979
15014,s jose do rio preto,SP,980
14092,ribeirao preto,SP,981
19820,taruma,SP,982
4088,sao paulo,SP,983
17400,garca,SP,984
7043,guarulhos,SP,985
38414,uberlandia,MG,986
13481,limeira,SP,987
4160,sao paulo,SP,988
4693,sao paulo,SP,989
3060,sao paulo,SP,990
13632,pirassununga,SP,991
2116,sao paulo,SP,992
8280,sao paulo,SP,993
18015,sorocaba,SP,994
18015,sorocaba,SP,995
